conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
1859848282035610057,Fri Nov 22 06:35:59 +0000 2024,0,Direktur Eksekutif Poltracking Indonesia Hanta Yuda AR memprediksi paslon Khofifah-Emil akan memenangkan Pilgub Jatim 2024 dengan perolehan kisaran 66-70 persen dikutip dari YouTube Poltracking. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/ThvJpaVQ7P,1859848282035610057,https://pbs.twimg.com/media/Gc-B3ZOaAAA0ql_.jpg,,in,,0,0,0,https://x.com/vhaniiaa_/status/1859848282035610057,2759034869,vhaniiaa_,negatif,49.38%,positif,40.84%
1859848168386797705,Fri Nov 22 06:35:32 +0000 2024,0,Pasangan Khofifah Indar Parawansa - Emil Dardak berpeluang memenangkan Pilgub)Jawa Timur. Padahal Khofifah melawan eks Menteri Sosial Risma dan eks anggota DPR RI Luluk #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/gfL5S9IjnH,1859848168386797705,https://pbs.twimg.com/media/Gc-B5JAaAAEM8Nt.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859848168386797705,1891994340,Sasantonugroho,negatif,70.22%,negatif,43.64%
1859847931328884980,Fri Nov 22 06:34:35 +0000 2024,0,Direktur Eksekutif Poltracking Indonesia Hanta Yuda AR memprediksi paslon Khofifah-Emil akan memenangkan Pilgub Jatim 2024 dengan perolehan kisaran 66-70 persen dikutip dari YouTube Poltracking. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #khofifahemil02 #PilgubJatim https://t.co/3N3Cn0K7ba,1859847931328884980,https://pbs.twimg.com/media/Gc-B1lTaAAUlc6a.jpg,,in,"Bekasi Timur, Indonesia",0,0,0,https://x.com/CharitaMed6498/status/1859847931328884980,1728522479813955584,CharitaMed6498,negatif,49.38%,positif,40.84%
1859847740433571893,Fri Nov 22 06:33:50 +0000 2024,0,Pasangan Khofifah - Emil berpeluang memenangkan Pilgub Jawa Timur. Padahal Beliau melawan eks Menteri Sosial Risma an eks anggota DPR RI Luluk . #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/ZfW6ZQKQjE,1859847740433571893,https://pbs.twimg.com/media/Gc-BqglaAAIy17Z.jpg,,in,indonesia ,0,0,0,https://x.com/mznvkkojgytkv/status/1859847740433571893,788657900335923200,mznvkkojgytkv,negatif,64.29%,negatif,40.14%
1859843643886141682,Fri Nov 22 06:17:33 +0000 2024,0,Pasangan Khofifah Indar Parawansa - Emil Dardak berpeluang memenangkan Pemilihan Gubernur Jawa Timur. Padahal Khofifah melawan eks Menteri Sosial Tri Rismaharini dan eks anggota DPR RI Luluk Nur Hamidah. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim https://t.co/ap014Laawv,1859843643886141682,https://pbs.twimg.com/media/Gc998A2bQAA8yql.jpg,,in,indonesia,0,0,0,https://x.com/dewiwatiines/status/1859843643886141682,765798371357523970,dewiwatiines,negatif,75.00%,negatif,49.38%
1859838007278551350,Fri Nov 22 05:55:09 +0000 2024,0,Lebih dari lima ribu pekerja dari PT Integra Indocabinet menyambut kedatangan Calon Gubernur Jawa Timur Nomor Urut 2 Khofifah Indar Parawansa di kawasan Sedati Sidoarjo Rabu (20/11/2024) sore. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/ocEC6IS7sA,1859838007278551350,https://pbs.twimg.com/media/Gc94z8zaAAAkuxZ.jpg,,in,"Bekasi Timur, Indonesia",0,0,0,https://x.com/CharitaMed6498/status/1859838007278551350,1728522479813955584,CharitaMed6498,negatif,60.20%,negatif,47.05%
1859600723069239311,Thu Nov 21 14:12:16 +0000 2024,1,Survei Poltracking: Khofifah-Emil Berpeluang Menang Tebal 70 6% di Pilgub Jatim! #khofifah #pilgubjatim https://t.co/N5T5Ehk9He,1859600723069239311,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/barometer_jatim/status/1859600723069239311,829745227132919808,barometer_jatim,negatif,51.83%,positif,38.12%
1859599348495155581,Thu Nov 21 14:06:49 +0000 2024,0,Survei ARCI: Khofifah-Emil Sapu Bersih 13 Daerah Mataraman Risma-Gus Hans Susah Terkerek! #pilgubjatim #pdip #khofifah #risma https://t.co/04skN3ObYW,1859599348495155581,,,in,"Kota Surabaya, Jawa Timur",1,0,0,https://x.com/barometer_jatim/status/1859599348495155581,829745227132919808,barometer_jatim,negatif,73.56%,negatif,45.37%
1859537519152689232,Thu Nov 21 10:01:07 +0000 2024,2,#TemanPemilih KPU Kota Probolinggo Menggelar Media Gadthering Persiapan Debat Publik Ketiga pada Pemilihan Wali Kota dan Wakil Wali Kota Probolinggo Tahun 2024 Rabu (20/11/2024). #kpuri #kpujatim #kpukotaprobolinggo #pilkadaserentak2024 #pilgubjatim #senengbareng https://t.co/zeUj9pfbi9,1859537519152689232,https://pbs.twimg.com/media/Gc5nfgjaAAMUZqS.jpg,,in,"Kota Probolinggo, Jawa Timur",0,0,0,https://x.com/KPUKotaProb/status/1859537519152689232,721915735279214593,KPUKotaProb,negatif,48.31%,netral,44.86%
1859502537067692499,Thu Nov 21 07:42:07 +0000 2024,0,Perempuan muda yang tergabung dalam Aliansi Melati Putih Se-Jawa Timur menyatakan kesolidannya siap untuk meningkatkan signifikansi kemenangan Khofifah-Emil di Pilgub Jatim 2024. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/d5leASfS2W,1859502537067692499,https://pbs.twimg.com/media/Gc5HnmEaAAQCVuz.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859502537067692499,1891994340,Sasantonugroho,negatif,65.47%,positif,38.85%
1859502082862321793,Thu Nov 21 07:40:19 +0000 2024,0,Semakin dekat hari H coblosan dukungan elemen masyarakat untuk Calon Gubernur Jawa Timur Nomor Urut 2 Khofifah Indar Parawansa terus bertambah #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/XSfimc2a7b,1859502082862321793,https://pbs.twimg.com/media/Gc5HSlUaAAAJFYR.jpg,,in,indonesia ,0,0,0,https://x.com/mznvkkojgytkv/status/1859502082862321793,788657900335923200,mznvkkojgytkv,positif,52.80%,positif,46.54%
1859494015919587355,Thu Nov 21 07:08:15 +0000 2024,0, Lanjutkan Bu Khofifah. Gubernurku yang paling berprestasi paling memperhatikan rakyatnya dan jujur juga ramah. Lanjutkan 2 periode kami semua pilih Nomor 2 teriak Rahayah koordinator pekerja di Sekar Laut #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim https://t.co/qsn0TDSeKj,1859494015919587355,https://pbs.twimg.com/media/Gc4_zpgaAAAr_yb.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859494015919587355,1891994340,Sasantonugroho,positif,70.15%,positif,49.91%
1859493164039667761,Thu Nov 21 07:04:52 +0000 2024,0, Lanjutkan Bu Khofifah. Gubernurku yang paling berprestasi paling memperhatikan rakyatnya dan jujur juga ramah. Lanjutkan 2 periode kami semua pilih Nomor 2 teriak Rahayah koordinator pekerja di Sekar Laut. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim https://t.co/fcRb7bTNTh,1859493164039667761,https://pbs.twimg.com/media/Gc4_LadaAAMN2Em.jpg,,in,"Bekasi Timur, Indonesia",0,0,0,https://x.com/CharitaMed6498/status/1859493164039667761,1728522479813955584,CharitaMed6498,positif,70.15%,positif,49.91%
1859491894885220596,Thu Nov 21 06:59:50 +0000 2024,0,Calon Gubernur Jawa Timur Nomor Urut 2 Khofifah Indar Parawansa menyapa para karyawan di Kerupuk Finna PT Sekar Laut di kawasan Jenggolo Sidoarjo Rabu (20/11/2024). #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/cUubu0q1m5,1859491894885220596,https://pbs.twimg.com/media/Gc4-BhQbIAA9AyC.jpg,,in,indonesia,0,0,0,https://x.com/dewiwatiines/status/1859491894885220596,765798371357523970,dewiwatiines,positif,52.12%,positif,45.35%
1859409727534571943,Thu Nov 21 01:33:19 +0000 2024,0,Undangan Kampanye Akbar Terbuka Untuk Seluruh Masyarakat Surabaya Khususnya dan Jawa Timur pada Umumnya. #khofifahemil #pilgubjatim #avenjanuar #jatim #Khofifah #emildardak https://t.co/oJiWnC12KM,1859409727534571943,https://pbs.twimg.com/media/Gc3zSU1aAAAD2ey.jpg,,in,Jawa Timur,0,0,0,https://x.com/aven_januar/status/1859409727534571943,108092768,aven_januar,positif,78.31%,positif,67.52%
1859207589508329676,Wed Nov 20 12:10:06 +0000 2024,1,Jatim Selama Periode Kepemimpinan Khofifah - Emil telah mengelola 3 8 Juta Ton Sampah. #khofifahemil #pilgubjatim #avenjanuar #jatim #Khofifah #emildardak https://t.co/DxEfdHRdc8,1859207589508329676,https://pbs.twimg.com/ext_tw_video_thumb/1859207506054254592/pu/img/Li1dnkI9VIZAJofC.jpg,,in,Jawa Timur,0,0,0,https://x.com/aven_januar/status/1859207589508329676,108092768,aven_januar,negatif,48.87%,positif,40.12%
1859177698121437408,Wed Nov 20 10:11:19 +0000 2024,0,Dari ketiga paslon yang paham soal isu perspektif gender dalam pembangunan ya Mbak Luluk rekk @BosPurwa @Mdy_Asmara1701 @yusuf_dumdum @FirzaHusain @JhonSitorus_18 #LulukLukman #LulukNurHamidah #MbakLuluk #CagubJatim #PilgubJatim #CANTIQ https://t.co/EdlDfQ443X,1859177698121437408,https://pbs.twimg.com/ext_tw_video_thumb/1859177665422635008/pu/img/IbV5csu-VvYbbOji.jpg,,in,"Jombang, Indonesia",0,0,0,https://x.com/koncombakluluk/status/1859177698121437408,1652535535079137281,koncombakluluk,negatif,53.33%,negatif,44.73%
1859115213691515291,Wed Nov 20 06:03:02 +0000 2024,0, Jadi memang komitmen yang kuat bagi gubernur dan wakil gubernur untuk membangun Jawa Timur yang lebih modern lagi ujarnya Selasa 19 November 2024. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/2y9LE5L9Ye,1859115213691515291,https://pbs.twimg.com/media/GcznZ_kbcAIX9wh.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859115213691515291,1891994340,Sasantonugroho,positif,56.21%,positif,40.81%
1859115010200674778,Wed Nov 20 06:02:13 +0000 2024,0, Jadi memang komitmen yang kuat bagi gubernur dan wakil gubernur untuk membangun Jawa Timur yang lebih modern lagi ujarnya Selasa 19 November 2024. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/6nDuFRRWlb,1859115010200674778,https://pbs.twimg.com/media/GcznP_NbcAALoqL.jpg,,in,indonesia ,0,0,0,https://x.com/mznvkkojgytkv/status/1859115010200674778,788657900335923200,mznvkkojgytkv,positif,56.21%,positif,40.81%
1859109072114774500,Wed Nov 20 05:38:38 +0000 2024,0,Keberhasilan Khofifah -Emil memacu kemajuan Jawa Timur dinilai memberi dampak elektoral besar. Hingga mendorong semua kalangan dapat memilih Khofifah-Emil untuk periode kedua #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/z1IfZQU2TO,1859109072114774500,https://pbs.twimg.com/media/GczhvEFbcAM-gW7.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859109072114774500,1891994340,Sasantonugroho,positif,52.38%,netral,39.19%
1859107807330791839,Wed Nov 20 05:33:36 +0000 2024,0, Saya kira yang bagus tinggal diteruskan saja kedepan karena memang Jawa Timur sangat seksi posisinya setelah Jakarta dari sisi investasi juga sangat besar ucap Yusak. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/C2cVQOgCh9,1859107807330791839,https://pbs.twimg.com/media/GczgsvFbcAE0lMG.jpg,,in,indonesia ,0,0,0,https://x.com/mznvkkojgytkv/status/1859107807330791839,788657900335923200,mznvkkojgytkv,negatif,56.87%,netral,39.51%
1859106864308646085,Wed Nov 20 05:29:51 +0000 2024,0,Khofifah Indar Parawansa-Emil Elestianto Dardak memacu kemajuan Jawa Timur dinilai memberi dampak elektoral besar. Hingga mendorong semua kalangan dapat memilih Khofifah-Emil untuk periode kedua. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/bkTSIhGD7P,1859106864308646085,https://pbs.twimg.com/media/Gczf10JbcAAclOq.jpg,,in,indonesia,0,0,0,https://x.com/dewiwatiines/status/1859106864308646085,765798371357523970,dewiwatiines,negatif,53.30%,netral,35.35%
1859104120051007854,Wed Nov 20 05:18:57 +0000 2024,0,Emil Dardak mengungkap Khofifah Indar Parawansa pernah menolak tawaran investasi yang sangat besar nilainya karena dikhawatirkan berdampak buruk pada lingkungan #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/ovNL9RkzF5,1859104120051007854,https://pbs.twimg.com/media/GczdM8NbcAER0b7.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1859104120051007854,1891994340,Sasantonugroho,negatif,60.43%,negatif,35.67%
1859101821853462946,Wed Nov 20 05:09:49 +0000 2024,0,Emil Elestianto Dardak mengungkap Khofifah Indar Parawansa pernah menolak tawaran investasi yang sangat besar nilainya karena dikhawatirkan berdampak buruk pada lingkungan. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/LWNJOIO711,1859101821853462946,https://pbs.twimg.com/media/GczbQS6bcAMINFw.jpg,,in,indonesia,0,0,0,https://x.com/dewiwatiines/status/1859101821853462946,765798371357523970,dewiwatiines,negatif,63.25%,negatif,38.49%
1859010829246706030,Tue Nov 19 23:08:15 +0000 2024,7,Investasi Harus Membawa Manfaat Dan Semangat Berkelanjutan. #khofifahemil #pilgubjatim #avenjanuar #jatim #Khofifah #emildardak https://t.co/vUrGHbI0wx,1859010829246706030,https://pbs.twimg.com/ext_tw_video_thumb/1859010744110772224/pu/img/yVETGmnKPnfp4a9S.jpg,,in,Jawa Timur,0,1,4,https://x.com/aven_januar/status/1859010829246706030,108092768,aven_januar,positif,49.57%,positif,46.15%
1858935358005940672,Tue Nov 19 18:08:21 +0000 2024,0,Hasto Rasakan Arus Balik Dukungan ke Risma-Gus Hans Target Menang 56%! #pilgubjatim #hasto #pdip #risma https://t.co/X8OgySqg0i,1858935358005940672,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/barometer_jatim/status/1858935358005940672,829745227132919808,barometer_jatim,negatif,73.70%,negatif,43.20%
1858837150885966124,Tue Nov 19 11:38:06 +0000 2024,1,Pasangan calon (paslon) Gubernur-Wakil Gubernur Jawa Timur nomor urut 2 Khofifah Indar Parawansa-Emil Elestianto Dardak makin kokoh. Pasangan nomor urut 2 itu unggul di 4 lembaga survei yakni Litbang Kompas LSI Indikator Politik dan Poltracking. #PilgubJatim https://t.co/sdOvHH6DC9,1858837150885966124,https://pbs.twimg.com/media/GcvqeE2bcAIs1IQ.jpg,,in,Jakarta,0,0,0,https://x.com/KATADATAcoid/status/1858837150885966124,552523769,KATADATAcoid,positif,67.40%,positif,44.72%
1858831112531046544,Tue Nov 19 11:14:07 +0000 2024,0,Berkualitas bangett closing statement nya #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/X39Mxc4Kmt,1858831112531046544,https://pbs.twimg.com/media/Gcvk-8_bcAYjgRR.jpg,,in,,0,0,0,https://x.com/KalianLain/status/1858831112531046544,1561032351194697733,KalianLain,negatif,56.58%,negatif,42.69%
1858830951767568632,Tue Nov 19 11:13:28 +0000 2024,0,Sehat selalu bu Khofifah #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/rrLYwBAsye,1858830951767568632,https://pbs.twimg.com/media/GcvkvFcbQAAL5qx.jpg,,in,,0,0,0,https://x.com/dwiki_reno64973/status/1858830951767568632,1833762348517228544,dwiki_reno64973,positif,63.92%,positif,49.99%
1858830327206314458,Tue Nov 19 11:11:00 +0000 2024,0,Pilih yang pasti pasti aja #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/pYTsqQXERq,1858830327206314458,https://pbs.twimg.com/media/GcvkTBbbcAEOAV8.jpg,,in,,0,0,0,https://x.com/golonganpemuda/status/1858830327206314458,1834546620542615552,golonganpemuda,positif,49.41%,positif,40.62%
1858829699981398353,Tue Nov 19 11:08:30 +0000 2024,0,Sungguh mulia sekali bu Khofifah #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/5zb054OKz1,1858829699981398353,https://pbs.twimg.com/media/GcvjnXQbcAMwswy.jpg,,in,,0,0,0,https://x.com/Meimeirasyaptr/status/1858829699981398353,1833666667504877568,Meimeirasyaptr,positif,52.61%,positif,41.75%
1858829262167695463,Tue Nov 19 11:06:46 +0000 2024,0,Bu Khofifah masih menjadi yang terbaik #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/c8AeyEG2pg,1858829262167695463,https://pbs.twimg.com/media/GcvjTCxagAAfiYG.jpg,,in,,0,0,0,https://x.com/Cokiecokieenyuu/status/1858829262167695463,1842159008016375808,Cokiecokieenyuu,positif,52.61%,positif,41.75%
1858814496216936780,Tue Nov 19 10:08:05 +0000 2024,0,Tiga Calon Wakil Gubernur (Cawagub) Jawa Timur (Jatim) saling adu gagasan mengenai pembangunan sarana transportasi KRL. Hal tersebut mereka sampaikan dalam Debat Publik Pilgun Jatim Ketiga di Grand City Surabaya Senin (18/11). #PilgubJatim #LukmanulKhakim #ZahrulAzhar https://t.co/JfqSxcWKW3,1858814496216936780,https://pbs.twimg.com/ext_tw_video_thumb/1858814276938629120/pu/img/heGMpZWARlOU6lzp.jpg,,in,Jakarta,0,0,0,https://x.com/KATADATAcoid/status/1858814496216936780,552523769,KATADATAcoid,positif,62.52%,netral,45.29%
1858800914641064351,Tue Nov 19 09:14:07 +0000 2024,0,Bersama Khofifah-Emil Jawa Timur Maju Berprestasi #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim 12m https://t.co/vcyQrzgMgN,1858800914641064351,https://pbs.twimg.com/media/GcvJk6QaEAAT2iP.jpg,,in,,0,0,0,https://x.com/khofifahemil02/status/1858800914641064351,4641754944,khofifahemil02,positif,48.08%,netral,45.48%
1858778686415401198,Tue Nov 19 07:45:47 +0000 2024,0,Mbak Luluk hadir untuk ibu-ibu dan wong cilik @BosPurwa @Mdy_Asmara1701 @yusuf_dumdum @FirzaHusain @B3doel___ #LulukLukman #LulukNurHamidah #MbakLuluk #CagubJatim #PilgubJatim https://t.co/AFoos9t1Uw,1858778686415401198,https://pbs.twimg.com/ext_tw_video_thumb/1858778665108336641/pu/img/i7QMM8BduOAYe1_u.jpg,,in,"Jombang, Indonesia",0,0,0,https://x.com/koncombakluluk/status/1858778686415401198,1652535535079137281,koncombakluluk,negatif,52.43%,negatif,42.55%
1858771805747769533,Tue Nov 19 07:18:27 +0000 2024,0,Sekjen PDIP Puji Habis Gagasan Moncer Risma-Gus Hans Tidak seperti Khofifah! #hasto #pilgubjatim #khofifah #risma https://t.co/9bErobRofW,1858771805747769533,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/barometer_jatim/status/1858771805747769533,829745227132919808,barometer_jatim,negatif,75.40%,netral,44.67%
1858763449410707772,Tue Nov 19 06:45:15 +0000 2024,0,Debat terakhir yang digelar di Grand City Surabaya tersebut TIMES TV melalui @TIMES Indonesia turut menayangkan ajang adu ide gagasan 3 Paslon tersebut dan membuka jajak pendapat atau polling. #JatimMaju #Khofifah #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/hloqk9xVhS,1858763449410707772,https://pbs.twimg.com/media/GcungcXbgAER-8_.jpg,,in,indonesia ,0,0,0,https://x.com/mznvkkojgytkv/status/1858763449410707772,788657900335923200,mznvkkojgytkv,positif,61.78%,positif,48.26%
1858743651205345787,Tue Nov 19 05:26:34 +0000 2024,0,Khofifah Indar Parawansa dan Emil Elestianto Dardak menegaskan komitmen untuk menjadikan Jatim sebagai gerbang baru Nusantara. #JatimMaju #Khofifah #JawaTimurMajuBerprestasi #EmilDardak #khofifahemil02 #PilgubJatim #DebatPilgubJatim https://t.co/3kRAhCWEKE,1858743651205345787,https://pbs.twimg.com/media/GcuVY__aIAA4qH9.jpg,,in,Tegal,0,0,0,https://x.com/Sasantonugroho/status/1858743651205345787,1891994340,Sasantonugroho,negatif,58.25%,negatif,35.37%
